id,x,y,z
TEST_00154,2.9440794,0.23193578,-0.20972908
TEST_00155,1.9803178,0.18080373,-0.5891689
TEST_00156,1.9520923,-0.47316003,0.39759886
TEST_00157,2.3910198,-0.56117505,0.6146574
TEST_00158,2.6705534,-1.4319922,1.0753279
TEST_00159,3.8418386,-1.2366627,2.1109343
TEST_00160,1.5121368,-0.018964633,-0.07925994
TEST_00161,1.1288098,0.59936976,0.026372813
TEST_00162,1.3213483,0.9341882,-0.08046079
TEST_00163,3.7010803,0.2031866,0.05223918
TEST_00164,2.508721,0.07720317,1.0394609
TEST_00165,1.9008973,0.45768732,0.50416017
TEST_00166,2.9381342,-0.56618714,-0.17722934
TEST_00167,3.781041,-0.055922396,0.2672304
TEST_00168,5.489986,0.30905896,0.0992297
TEST_00169,2.6291656,-0.46721655,-0.18093072
TEST_00170,0.90204275,0.3992143,0.27817088
TEST_00171,3.4558098,-0.13637407,-0.030899193
TEST_00172,4.9792337,0.78416246,-0.8785218
TEST_00173,1.2958452,0.17691371,-0.07782273
TEST_00174,3.1305933,1.9357218,-0.18204422
TEST_00175,3.3969734,0.57759,0.5184479
TEST_00176,0.9809028,-0.607554,-0.17624216
TEST_00177,1.5505,0.7667766,-0.21482942
TEST_00178,5.2261763,0.5664434,-0.12938447
TEST_00179,3.8257673,1.4290162,0.12526113
TEST_00180,3.137886,0.39267352,0.26815388
TEST_00181,2.8878188,0.16278186,0.019091714
TEST_00182,1.4788394,-0.4220273,-0.3232346
TEST_00183,2.0699217,-0.18568483,0.36518824
TEST_00184,3.085726,-0.0955531,-0.2553387
TEST_00185,3.0255046,0.84184366,-0.43909013
TEST_00186,2.4545777,-0.10654363,-0.3849231
TEST_00187,3.6135879,-0.6551178,0.33871633
TEST_00188,2.515123,-0.35465747,-0.0094979275
TEST_00189,1.4280453,0.73867214,0.30183223
TEST_00190,3.0131733,-1.8798385,1.152913
TEST_00191,2.7830317,0.41892996,0.35536167
TEST_00192,2.3568816,-0.6909198,1.1012713
TEST_00193,2.9057527,-1.1172601,1.1042829
TEST_00194,1.3766384,0.16942944,0.09340971
TEST_00195,2.217018,0.6490105,0.5334631
TEST_00196,3.3156834,-0.2770656,0.5285158
TEST_00197,1.9911466,-0.034747146,0.086825974
TEST_00198,3.7231817,-0.19879037,0.73684865
TEST_00199,3.2940438,-0.57785404,-1.1077372
TEST_00200,4.746538,0.2853609,-0.19587362
TEST_00201,1.8174168,1.0944872,-0.19654875
TEST_00202,1.7726469,0.4175903,-0.4809488
TEST_00203,3.1100106,-0.41347694,0.07177601
TEST_00204,3.2139325,0.9794572,-0.010282204
TEST_00205,1.2839137,0.49131638,0.24462181
TEST_00206,4.153561,0.4145021,0.5435871
TEST_00207,3.8168492,0.7554524,-0.15154594
TEST_00208,4.5854535,-0.34367377,0.8288297
TEST_00209,2.2390864,0.6648644,0.17212318
TEST_00210,2.4706173,-0.1710175,0.20913854
TEST_00211,4.084839,0.2682292,0.17921586
TEST_00212,4.0748324,1.0404551,0.039742365
TEST_00213,2.259808,0.69941556,-0.26126686
TEST_00214,3.0723915,0.07538263,0.4119457
TEST_00215,2.8163357,0.2898218,0.27717093
TEST_00216,2.7978508,-0.5211556,1.5584465
TEST_00217,1.5026232,0.1713504,0.7263588
TEST_00218,5.290456,0.22350307,-1.2233533
TEST_00219,1.3702921,-0.29423943,-0.2219839
TEST_00220,3.2236378,-0.20780748,-0.7830352
TEST_00221,2.9902747,0.26916155,-0.10598537
TEST_00222,1.3845855,0.48393074,0.28273228
TEST_00223,3.7503881,-0.4061086,0.26852646
TEST_00224,1.2967435,0.58179766,0.0886852
TEST_00225,4.9410706,-1.7261815,-0.4139535
TEST_00226,3.019755,-0.26809764,-1.1109262
TEST_00227,4.505945,0.03894113,0.6185923
TEST_00228,2.2625935,-0.42371336,0.2141923
TEST_00229,3.9496388,1.7091929,-0.57147336
TEST_00230,2.305136,0.19506781,0.58147246
TEST_00231,2.7338457,0.81092626,0.11926028
TEST_00232,3.4308884,1.7407417,0.062190626
TEST_00233,3.317681,1.0383157,-0.8375297
TEST_00234,1.9637389,0.67177516,-0.050771832
TEST_00235,1.9941005,0.062876746,0.20232213
TEST_00236,3.4551094,-1.7286718,1.3442075
TEST_00237,2.1017258,0.93571305,0.19695169
TEST_00238,1.7455009,-0.24242707,-0.6535456
TEST_00239,6.320916,-0.56927955,-0.8340368
TEST_00240,2.5658083,1.6294502,0.59730715
TEST_00241,4.710259,0.8788946,1.3302665
TEST_00242,1.3110845,0.40767345,-0.3935732
TEST_00243,2.0256865,0.8345902,-0.88178295
TEST_00244,3.3541036,0.20841177,0.05902635
TEST_00245,2.2545626,0.9655932,-0.270638
TEST_00246,4.0230083,-0.26847604,0.16061097
TEST_00247,4.4832854,-1.0398564,0.31205335
TEST_00248,1.2314152,0.57275134,-0.10511496
TEST_00249,3.7901447,0.26623482,-0.44336164
TEST_00250,2.0529652,-0.006630361,-0.004316818
TEST_00251,3.6684127,-0.06577882,-0.09479702
TEST_00252,3.0748231,0.22453915,-0.5785793
TEST_00253,2.7740684,-0.31027108,-0.22642362
TEST_00254,1.6005015,-0.65615153,-0.022172708
TEST_00255,1.8834541,0.020173255,0.025733031
TEST_00256,1.0772947,0.35835278,0.6369302
TEST_00257,1.7942137,0.15428516,0.090092406
TEST_00258,2.5180998,0.78258955,0.4539876
TEST_00259,3.2542253,0.29986882,0.9950368
TEST_00260,2.406234,0.8729973,0.20273058
TEST_00261,1.6555287,0.11828488,0.44914523
TEST_00262,1.054003,-0.022420038,0.21940668
TEST_00263,2.1265159,0.33734462,0.6623269
TEST_00264,3.4669673,-0.06009153,-0.40746728
TEST_00265,1.2032182,0.4898791,0.57717586
TEST_00266,2.792189,0.41152626,-0.016113851
TEST_00267,1.271731,0.5450599,-0.30712777
TEST_00268,3.255764,0.30009922,-1.024284
TEST_00269,2.7778704,-1.3008845,0.40552545
TEST_00270,2.7875376,-0.49507597,-0.44110426
TEST_00271,3.034077,0.90655255,0.28080115
TEST_00272,2.687173,0.26849023,-0.30277774
TEST_00273,1.7909825,0.12814233,-0.35473323
TEST_00274,1.5690807,0.7026417,0.13172653
TEST_00275,2.111638,-0.30343452,0.35056096
TEST_00276,3.945111,-0.5079725,0.67925876
TEST_00277,3.3120909,-1.2393887,0.94511414
TEST_00278,3.924537,-1.1216553,-0.59068894
TEST_00279,5.384362,-1.4729781,-0.99877006
TEST_00280,3.1144907,1.5760075,-0.91594034
TEST_00281,2.0829434,1.5672848,-0.5600576
TEST_00282,1.4632037,-0.71904886,0.89205676
TEST_00283,1.3225956,0.5859844,0.47072944
TEST_00284,2.7192311,0.009490704,0.26736385
TEST_00285,1.5476367,0.33608097,-0.35114792
TEST_00286,2.0264475,0.24469969,0.25486553
TEST_00287,2.4158165,-1.0688028,-0.5122355
TEST_00288,5.435077,2.321429,0.60860467
TEST_00289,4.3482823,0.3807246,0.83241534
TEST_00290,1.98096,-0.32509783,-0.0067448183
TEST_00291,0.89744836,0.28550845,-0.07439869
TEST_00292,4.118339,0.98648787,1.8948872
TEST_00293,1.6553941,0.2114051,0.25307724
TEST_00294,1.8237578,-1.150407,0.23972133
TEST_00295,3.4564054,-0.13559774,0.5286612
TEST_00296,3.0067585,-0.7940595,-0.5779008
TEST_00297,1.5971501,-0.7056987,-0.34095418
TEST_00298,3.512566,0.94486415,-1.3285956
TEST_00299,4.364138,0.79575604,-0.587496
TEST_00300,2.1138804,0.8731806,-0.56947935
TEST_00301,1.6552159,0.1872562,-0.2800872
TEST_00302,1.6603259,-0.079240054,0.2839526
TEST_00303,3.1915488,0.5145362,-0.034353238
TEST_00304,1.8668859,-0.16118926,-0.45851085
TEST_00305,4.012384,0.60027397,0.8226188
TEST_00306,1.0295019,-0.3624595,0.050888926
TEST_00307,4.1580286,0.01448746,-0.81220007
TEST_00308,2.867366,-0.52823275,0.072160214
TEST_00309,3.6944633,-0.81595474,0.6106131
TEST_00310,5.1277165,-1.3376086,1.5990468
TEST_00311,2.945677,-0.8489858,-0.07555305
TEST_00312,1.2096356,0.30386904,-0.17866121
TEST_00313,1.7533497,-0.06135381,0.34495935
TEST_00314,2.2356055,0.20864251,0.042667188
TEST_00315,1.6480147,-0.38749337,-0.4503436
TEST_00316,3.5774455,-0.3292314,1.2629762
TEST_00317,3.41306,1.8592255,0.18302499
TEST_00318,1.4696516,0.25771174,-0.075885735
TEST_00319,5.3117657,-0.06977454,-0.38250253
TEST_00320,1.3010985,-0.19738574,-0.17162514
TEST_00321,5.357471,0.5352937,0.642376
TEST_00322,3.957523,0.3324225,-0.47873545
TEST_00323,3.8427567,0.9133186,0.81272495
TEST_00324,2.7227938,-0.6446318,-0.26470163
TEST_00325,0.89866763,0.20572972,0.251681
TEST_00326,4.798104,0.43500134,-0.2220999
TEST_00327,2.0485766,0.17978798,0.17903584
TEST_00328,3.3711236,-0.24473587,-0.30279467
TEST_00329,2.9175208,0.45447865,0.060065012
TEST_00330,1.55389,0.6171153,0.030851904
TEST_00331,0.8138458,0.16990125,-0.056200713
TEST_00332,2.7954397,0.41295734,1.0730762
TEST_00333,2.6770182,-0.7827128,-0.3623582
TEST_00334,1.3811533,0.9559126,-0.16856603
TEST_00335,3.7010322,0.12283315,-0.05002246
TEST_00336,2.9543743,-0.34319308,0.22431438
TEST_00337,1.8121656,0.24594973,0.18283367
TEST_00338,5.4760733,0.0064937575,-0.8526393
TEST_00339,3.692139,0.09259608,-0.022163808
TEST_00340,2.2955215,0.9598104,0.5228036
TEST_00341,3.5998259,0.13731483,0.07154065
TEST_00342,1.8601255,-0.5569794,-0.77791107
TEST_00343,1.5911342,-0.6649786,-0.3174017
TEST_00344,1.5288478,-0.1416936,-0.045628574
TEST_00345,1.6629845,-0.10553982,-0.15772715
TEST_00346,2.5753512,0.4351799,0.5557755
TEST_00347,3.880488,0.3489926,-0.697251
TEST_00348,1.9767176,0.53695536,0.0038380735
TEST_00349,2.0793009,-0.9875118,0.10288433
TEST_00350,3.367958,-1.5562981,-0.3182177
TEST_00351,2.3474057,-0.76864874,-0.56585306
TEST_00352,3.388016,-1.1021733,1.2135499
TEST_00353,3.532725,1.1982638,-0.600146
TEST_00354,2.7608452,0.29463643,-0.065374024
TEST_00355,1.8960145,-0.064509094,0.08232158
TEST_00356,2.3080263,0.4674412,0.12021963
TEST_00357,2.8520918,-0.7467532,0.20030667
TEST_00358,1.3849618,0.11418602,0.10125387
TEST_00359,2.9055595,1.3892953,0.20911482
TEST_00360,3.1328251,1.9628251,1.36948
TEST_00361,4.6529865,0.2516797,0.44372198
TEST_00362,2.5619338,-0.5193844,0.17795907
TEST_00363,3.0029612,0.10471321,-1.2560467
TEST_00364,3.7420592,-1.5106577,0.10338506
TEST_00365,2.9213161,0.6754358,0.874907
TEST_00366,5.1745796,-0.440093,-0.18763994
TEST_00367,1.877576,-0.465577,-0.46368924
TEST_00368,1.0582455,0.18755768,-0.32748967
TEST_00369,4.3131065,0.4280824,-0.4993263
TEST_00370,1.4448396,0.7698584,0.16686478
TEST_00371,1.877419,0.3732497,0.22282575
TEST_00372,1.6460471,0.46040994,0.6514671
TEST_00373,2.9822378,0.3770438,0.20782885
TEST_00374,1.0846661,-0.30837098,-0.2619371
TEST_00375,3.4451594,0.9526865,-0.2295745
TEST_00376,1.0999963,-0.69810086,-0.12825808
TEST_00377,2.2331376,-0.16165134,0.39955476
TEST_00378,1.6298976,-0.6678959,-0.09968092
TEST_00379,1.8013878,-0.9105663,-0.46901706
TEST_00380,2.7968345,-0.66138595,0.32520643
TEST_00381,3.487175,0.019629035,0.32331207
TEST_00382,2.1674583,0.32181615,0.47868603
TEST_00383,4.040069,-0.42083836,-0.40877983
TEST_00384,2.160975,-0.45183247,-0.52620405
TEST_00385,3.5648708,-1.4720333,-0.090306036
TEST_00386,3.0196707,-0.037255,-0.17204168
TEST_00387,2.1873782,0.02831807,-0.037998617
TEST_00388,1.666773,-0.1142077,0.19068399
TEST_00389,2.4160473,0.4637507,1.4420997
TEST_00390,4.4287357,0.28467238,-0.6495176
TEST_00391,1.6134493,-0.54243326,-0.059692774
TEST_00392,3.0651932,1.5995092,1.5316927
TEST_00393,1.9282712,-0.18509318,0.5566629
TEST_00394,2.8767884,-0.5995653,0.5704238
TEST_00395,1.0250034,0.11339699,-0.22466613
TEST_00396,3.8285134,0.7654488,0.32305282
TEST_00397,3.3622377,0.82638377,-0.8416187
TEST_00398,1.1760738,-0.122559786,0.27941522
TEST_00399,5.7656484,1.0367646,0.27573243
TEST_00400,3.917721,-0.13590431,0.24322219
TEST_00401,1.8360893,-1.1801134,-0.18344276
TEST_00402,3.7229264,1.2819569,0.33243704
TEST_00403,3.0192435,-2.3590758,0.4047956
TEST_00404,3.1305668,-0.247448,-0.48503476
TEST_00405,2.2094042,1.0765208,0.72689855
TEST_00406,2.9692595,-0.36412215,0.83462965
TEST_00407,1.3093344,0.8488222,-0.13730015
TEST_00408,4.531483,1.4840356,1.0831735
TEST_00409,3.1913128,0.34500328,0.25173765
TEST_00410,1.601314,0.45174658,0.39870286
TEST_00411,3.5902376,0.24264687,-0.32898048
TEST_00412,2.0957763,-0.44761163,0.5534034
TEST_00413,2.3258314,-0.35099024,-0.093108684
TEST_00414,1.7280447,0.4142948,-0.12139938
TEST_00415,3.962798,1.0073408,-0.5868527
TEST_00416,1.6181256,0.27518213,-0.20882227
TEST_00417,3.6101067,-1.4414577,1.20227
TEST_00418,1.8503785,0.26199695,0.23617743
TEST_00419,4.00236,0.40666753,0.48023966
TEST_00420,1.3500903,0.12975627,0.050137326
TEST_00421,2.94143,-0.44753343,-1.0073377
TEST_00422,1.6404855,-0.104980536,-0.6656803
TEST_00423,2.6164732,-0.73012996,-0.8528432
TEST_00424,1.1194396,-0.5279473,0.3413382
TEST_00425,2.571083,0.81921816,0.2944146
TEST_00426,3.1044624,0.2531904,-0.74313855
TEST_00427,2.9565947,-0.28572983,-0.5295238
TEST_00428,1.7653679,0.013778184,0.21986261
TEST_00429,4.1504984,0.041241918,0.07654211
TEST_00430,1.1414183,0.23536572,-0.32240212
TEST_00431,2.1839867,0.4130057,-0.0560849
TEST_00432,2.776311,0.46225291,0.5206825
TEST_00433,2.615296,1.1250374,-0.064353704
TEST_00434,1.2353524,-0.3613577,0.043588676
TEST_00435,1.8708518,0.75266564,-0.34139857
TEST_00436,2.166439,0.5169673,-0.023305563
TEST_00437,3.070877,-1.0209208,0.43535584
TEST_00438,2.8009028,1.5581156,0.05256997
TEST_00439,2.4631221,1.4366204,1.5507789
TEST_00440,2.9578161,0.4444748,0.62921464
TEST_00441,2.2672396,1.076182,-0.9028836
TEST_00442,2.77104,0.38924322,-0.23796198
TEST_00443,3.5451002,1.0077131,0.07252788
TEST_00444,2.664919,0.606009,0.4535569
TEST_00445,2.4716318,0.44590873,0.6257153
TEST_00446,1.9134943,0.45054042,0.0303819
TEST_00447,2.5100489,-0.38445684,-0.60332
TEST_00448,5.0505867,-0.36405957,-0.55898947
TEST_00449,4.759227,0.7668968,0.17651339
TEST_00450,3.252936,0.4328006,1.0882851
TEST_00451,3.2910843,0.108768724,0.33938712
TEST_00452,4.2688117,-0.372949,-1.0925238
TEST_00453,2.873288,0.058070667,-0.27405494
TEST_00454,2.780566,-0.3530752,0.66096276
TEST_00455,3.2564244,0.25041124,-0.42517796
TEST_00456,1.9472014,0.4266234,0.72769773
TEST_00457,3.7921832,1.1019155,-0.6950941
TEST_00458,4.397936,0.059108112,-0.28800288
TEST_00459,4.480389,1.4959027,-0.99782825
TEST_00460,1.8792373,0.4710412,0.33762625
TEST_00461,3.5751872,0.42034838,1.2329557
TEST_00462,2.3363695,-0.0696623,0.893137
TEST_00463,1.2656587,0.42442137,-0.19470851
TEST_00464,4.004154,0.6145832,-0.5298454
TEST_00465,2.8541288,0.09023889,0.050224178
TEST_00466,1.3158966,-0.65389794,0.21277109
TEST_00467,4.1750646,-0.1272573,0.53196734
TEST_00468,2.08061,0.11465912,-0.025725327
TEST_00469,2.353794,-0.31322613,-1.5476104
TEST_00470,2.6919773,-0.15435681,-0.41375178
TEST_00471,1.3211138,-0.58378065,0.13879679
TEST_00472,1.2893091,-0.7130654,0.54299575
TEST_00473,3.0421774,0.852089,0.6859925
TEST_00474,2.8009887,0.38703212,-0.28675377
TEST_00475,1.584242,0.023015726,0.71064943
TEST_00476,4.4501586,1.3598404,0.5744852
TEST_00477,1.7832339,0.30545044,0.21727346
TEST_00478,1.3470174,0.69534516,0.5688443
TEST_00479,3.6195047,-0.2951482,1.6325973
TEST_00480,3.8290768,-0.5503851,0.056334108
TEST_00481,4.036546,0.009523891,1.024284
TEST_00482,2.4624465,-0.32205424,0.2075846
TEST_00483,0.9788234,-0.4747228,-0.15819527
TEST_00484,2.1445446,0.05178798,0.52256376
TEST_00485,1.6304661,0.58795494,0.04593621
TEST_00486,1.1851141,-0.42392987,0.28292003
TEST_00487,1.0881157,-0.026814144,0.36519992
TEST_00488,2.3046186,1.1050804,-0.24510463
TEST_00489,3.2049356,0.28261903,-0.23133081
TEST_00490,2.007693,0.8541657,0.37744218
TEST_00491,3.5991707,0.1905969,1.1405662
TEST_00492,4.1992097,0.889999,1.5458972
TEST_00493,2.536224,-0.11784232,0.3203158
TEST_00494,1.9092366,1.0548059,0.002172112
TEST_00495,1.7772065,-0.36640608,-0.060002442
TEST_00496,2.1772187,0.70849794,0.37691322
TEST_00497,1.9894822,-0.6802608,0.047464386
TEST_00498,5.374448,-0.8177906,1.7891474
TEST_00499,4.111827,0.30281115,0.24223144
TEST_00500,1.964909,0.675212,0.4691076
TEST_00501,2.9580896,0.23353559,1.3224088
TEST_00502,1.8905861,0.43657494,0.14938806
TEST_00503,1.7936298,0.34951288,0.05905821
TEST_00504,1.9885486,0.0988615,-0.4889749
TEST_00505,3.5431776,1.5464458,-0.24728678
TEST_00506,1.8897983,0.32027727,0.4807469
TEST_00507,1.388148,-0.004552515,-0.24814723
TEST_00508,2.2856762,-0.9677425,0.37341303
TEST_00509,1.3155142,-0.43217146,0.67123365
TEST_00510,2.0282178,-1.5552016,0.59909064
TEST_00511,2.6789274,-1.0272484,-0.45897478
TEST_00512,2.6219113,1.1531583,-0.53540903
TEST_00513,2.54036,0.6387472,-0.5991596
TEST_00514,1.9100667,0.4985876,-0.22696592
TEST_00515,1.3278669,0.3199397,-0.105132736
TEST_00516,4.0274467,-0.37483138,1.0245223
TEST_00517,1.6387819,-0.38405558,-0.17581697
TEST_00518,3.8345394,0.49164706,-0.045523956
TEST_00519,3.5910528,-0.8184528,-0.9647483
TEST_00520,5.060102,-0.57738006,0.47951832
TEST_00521,2.1879728,-0.84598815,-0.08736723
TEST_00522,3.6270185,1.3114616,-0.0918587
TEST_00523,2.168128,-1.3563259,-0.27452806
TEST_00524,3.0838099,0.29526442,-0.37783584
TEST_00525,1.5831629,0.7103724,-0.20711613
TEST_00526,2.8019414,-0.7970052,-0.7562292
TEST_00527,1.7795728,1.0436074,0.23271726
TEST_00528,5.808572,-0.63643533,-0.6314317
TEST_00529,3.483751,0.24188344,-0.12711897
TEST_00530,2.9340587,-0.068923764,-0.80923665
TEST_00531,3.8675418,-0.2717008,-1.0477968
TEST_00532,2.4884071,-0.94988763,0.25884476
TEST_00533,2.67603,0.2256086,-0.23312253
TEST_00534,1.6690438,0.9851066,0.7510563
TEST_00535,1.8882599,-0.67640185,-0.07900751
TEST_00536,3.0200584,0.26199475,1.6444725
TEST_00537,4.033759,-0.6904789,-0.6159319
TEST_00538,3.514718,-0.0646645,-0.5731721
TEST_00539,2.4137325,0.9354881,-0.3225678
TEST_00540,1.0804151,-0.04532197,-0.1674466
TEST_00541,3.8257184,-0.4018434,0.3382219
TEST_00542,1.7713274,0.7809201,-0.107107475
TEST_00543,1.5221602,0.47098497,0.16463232
TEST_00544,3.7227316,-0.39492065,-0.5493126
TEST_00545,2.8225796,0.07961151,1.5223596
TEST_00546,1.1837755,-0.31921417,-0.18708745
