id,x,y,z
TEST_00190,3.015002,-1.8792467,1.1527929
TEST_00191,2.7831202,0.4188241,0.35683346
TEST_00192,2.3572364,-0.69243544,1.1009969
TEST_00193,2.9051182,-1.1175692,1.1017573
TEST_00194,1.3763499,0.16992933,0.094757885
TEST_00195,2.2167823,0.6484918,0.53383005
TEST_00196,3.3158371,-0.27779892,0.527859
TEST_00197,1.9913604,-0.03544154,0.087561
TEST_00198,3.722682,-0.19803995,0.7367372
TEST_00199,3.2949495,-0.5771441,-1.1064571
TEST_00200,4.747607,0.28514922,-0.19549094
TEST_00201,1.8160338,1.0949093,-0.19658001
TEST_00202,1.771786,0.4148639,-0.48187792
TEST_00203,3.108225,-0.41228756,0.07133056
TEST_00204,3.2137468,0.98015505,-0.010109326
TEST_00205,1.2835815,0.4893834,0.24503723
TEST_00206,4.1529512,0.41448447,0.5438949
TEST_00207,3.8161929,0.75475365,-0.15111388
TEST_00208,4.5845976,-0.34368,0.82919747
TEST_00209,2.2379143,0.66927797,0.17141837
TEST_00210,2.4712722,-0.1702553,0.20884685
TEST_00211,4.0854383,0.26822063,0.1786188
TEST_00212,4.074311,1.0401688,0.039700925
TEST_00213,2.2595162,0.6977751,-0.2633106
TEST_00214,3.0722075,0.07454225,0.41101894
TEST_00215,2.8168392,0.287498,0.27665412
TEST_00216,2.799147,-0.5204074,1.5581211
TEST_00217,1.5041537,0.17099059,0.7262379
TEST_00218,5.2904787,0.22286986,-1.2228245
TEST_00219,1.3682799,-0.29324713,-0.22232206
TEST_00220,3.2228556,-0.20856062,-0.7827222
TEST_00221,2.9897375,0.26920688,-0.10762341
TEST_00222,1.3853855,0.48457086,0.28379583
TEST_00223,3.7501607,-0.40678993,0.2681834
TEST_00224,1.2947692,0.5810981,0.08908835
TEST_00225,4.93922,-1.7290595,-0.41560388
TEST_00226,3.01853,-0.26880306,-1.1098285
TEST_00227,4.5072656,0.039439872,0.61873513
TEST_00228,2.2633276,-0.42346382,0.21286765
TEST_00229,3.9488196,1.7091584,-0.5713333
TEST_00230,2.3054802,0.19451508,0.581288
TEST_00231,2.7299376,0.8072002,0.118341
TEST_00232,3.4307444,1.7392296,0.062669754
TEST_00233,3.3182607,1.0401791,-0.8396316
TEST_00234,1.9634509,0.67130363,-0.051917747
TEST_00235,1.9943769,0.062062543,0.20192873
TEST_00236,3.4559548,-1.7283541,1.3446168
TEST_00237,2.1019688,0.9351582,0.19716951
TEST_00238,1.7519656,-0.24386603,-0.6497436
TEST_00239,6.323098,-0.567546,-0.83560306
TEST_00240,2.5641708,1.6306598,0.5987226
TEST_00241,4.710109,0.8784436,1.3289199
TEST_00242,1.3116869,0.4066607,-0.3938297
TEST_00243,2.0255814,0.8335963,-0.88147426
TEST_00244,3.3567698,0.20795122,0.06020496
TEST_00245,2.2539883,0.9653065,-0.2707026
TEST_00246,4.023441,-0.2694097,0.16088618
TEST_00247,4.48364,-1.0387516,0.31143072
TEST_00248,1.2304096,0.5724278,-0.10500723
TEST_00249,3.79088,0.2654991,-0.44375518
TEST_00250,2.0526223,-0.00778687,-0.004993489
TEST_00251,3.6697745,-0.066163056,-0.09482899
TEST_00252,3.0745955,0.22427411,-0.578006
TEST_00253,2.7750695,-0.31063357,-0.22688219
TEST_00254,1.6013997,-0.65630674,-0.02111238
TEST_00255,1.8833342,0.020024382,0.025569938
TEST_00256,1.0769281,0.35770184,0.6371478
TEST_00257,1.7934972,0.1537381,0.09185219
TEST_00258,2.5174477,0.7763978,0.45344737
TEST_00259,3.2539454,0.29925916,0.9950845
TEST_00260,2.4066124,0.8741897,0.20336986
TEST_00261,1.6550345,0.117696606,0.44936866
TEST_00262,1.053986,-0.021717483,0.21929395
TEST_00263,2.1274314,0.33650568,0.6624148
TEST_00264,3.4665523,-0.061061095,-0.40544254
TEST_00265,1.2029407,0.48911908,0.57752293
TEST_00266,2.7910976,0.41007414,-0.015575362
TEST_00267,1.2722101,0.54406697,-0.30696422
TEST_00268,3.25365,0.29913265,-1.0246335
TEST_00269,2.7784283,-1.3015109,0.4053714
TEST_00270,2.7894433,-0.49308264,-0.43945083
TEST_00271,3.0338678,0.9064304,0.28074306
TEST_00272,2.686915,0.26821578,-0.30279627
TEST_00273,1.7906698,0.12781896,-0.3551434
TEST_00274,1.569294,0.70274246,0.13153249
TEST_00275,2.1115658,-0.30447233,0.35100123
TEST_00276,3.9452016,-0.50982845,0.67848986
TEST_00277,3.310098,-1.2459345,0.9420193
TEST_00278,3.924062,-1.1221328,-0.5907695
TEST_00279,5.3844438,-1.4734474,-0.9982477
TEST_00280,3.114146,1.5754036,-0.91566515
TEST_00281,2.0828667,1.5666261,-0.5600307
TEST_00282,1.4639624,-0.7194874,0.8920451
TEST_00283,1.3217696,0.5843791,0.4714607
TEST_00284,2.7216468,0.010070011,0.26589566
TEST_00285,1.5472767,0.3354524,-0.3509674
TEST_00286,2.0271564,0.24366304,0.25509292
TEST_00287,2.4162984,-1.0693744,-0.51210016
TEST_00288,5.434055,2.3215175,0.6089343
TEST_00289,4.3475976,0.37898195,0.8322299
TEST_00290,1.9817426,-0.32532176,-0.0067440635
TEST_00291,0.8965176,0.28692776,-0.07548163
TEST_00292,4.1180544,0.98661923,1.8952692
TEST_00293,1.6551932,0.21030614,0.25316274
TEST_00294,1.8239126,-1.1533478,0.24009927
TEST_00295,3.4564512,-0.13649647,0.52858436
TEST_00296,3.0050075,-0.7952026,-0.57669234
TEST_00297,1.5978159,-0.7057833,-0.3399686
TEST_00298,3.51137,0.94356734,-1.3283408
TEST_00299,4.3635516,0.7951045,-0.587361
TEST_00300,2.1114883,0.8739127,-0.57136065
TEST_00301,1.6549733,0.1860615,-0.28021276
TEST_00302,1.66033,-0.080283314,0.28462607
TEST_00303,3.1913154,0.51389915,-0.03430091
TEST_00304,1.8667941,-0.16211826,-0.45800978
TEST_00305,4.0113397,0.6003015,0.8228941
TEST_00306,1.0299976,-0.36493933,0.051736094
TEST_00307,4.1578574,0.012859028,-0.8124481
TEST_00308,2.8648753,-0.5264846,0.0740969
TEST_00309,3.695076,-0.8174489,0.61171013
TEST_00310,5.127469,-1.3380169,1.5979295
TEST_00311,2.9463081,-0.8484173,-0.07573326
TEST_00312,1.2094148,0.30305737,-0.17882851
TEST_00313,1.7536746,-0.061686106,0.3452596
TEST_00314,2.235244,0.20288214,0.041947998
TEST_00315,1.6482667,-0.38747406,-0.44923925
TEST_00316,3.5778072,-0.32910728,1.2628579
TEST_00317,3.412435,1.8613014,0.18220356
TEST_00318,1.4691226,0.25674143,-0.075507924
TEST_00319,5.3080406,-0.070760444,-0.38109833
TEST_00320,1.301369,-0.19843125,-0.1715779
TEST_00321,5.358094,0.53461343,0.6429481
TEST_00322,3.9570088,0.33138573,-0.47866824
TEST_00323,3.8431387,0.9128785,0.8127483
TEST_00324,2.7227714,-0.6445046,-0.26474383
TEST_00325,0.8987363,0.2058359,0.25151235
TEST_00326,4.7976103,0.43523687,-0.2227599
TEST_00327,2.0484552,0.17893575,0.17921023
TEST_00328,3.3710113,-0.24503314,-0.30261806
TEST_00329,2.9171195,0.45768142,0.05455888
TEST_00330,1.5539186,0.61874133,0.030637084
TEST_00331,0.8137227,0.16893879,-0.056024287
TEST_00332,2.795072,0.41267163,1.07361
TEST_00333,2.6765053,-0.7836504,-0.3621834
TEST_00334,1.3806254,0.9534182,-0.16851209
TEST_00335,3.7004142,0.12251069,-0.049398333
TEST_00336,2.953976,-0.34242538,0.22354752
TEST_00337,1.8112462,0.24555299,0.18301319
TEST_00338,5.475519,0.006419884,-0.853574
TEST_00339,3.6912167,0.092435986,-0.02190369
TEST_00340,2.2993546,0.95861614,0.52286243
TEST_00341,3.601068,0.13669012,0.07012768
TEST_00342,1.8632088,-0.5566787,-0.77654445
TEST_00343,1.5915298,-0.66301805,-0.3170639
TEST_00344,1.5295334,-0.14300698,-0.045071803
TEST_00345,1.6629055,-0.10620033,-0.15742148
TEST_00346,2.574769,0.4353454,0.5565285
TEST_00347,3.879809,0.34800074,-0.696814
TEST_00348,1.9756074,0.53702575,0.004182134
TEST_00349,2.0802357,-0.98737866,0.10311001
TEST_00350,3.3675644,-1.5559777,-0.31830168
TEST_00351,2.3475363,-0.769392,-0.566331
TEST_00352,3.3864517,-1.0984179,1.2121502
TEST_00353,3.5320854,1.1983455,-0.5996397
TEST_00354,2.7607696,0.28931576,-0.063533336
TEST_00355,1.896476,-0.06409246,0.0822218
TEST_00356,2.3081412,0.46845132,0.1204347
TEST_00357,2.8566232,-0.76808,0.1858501
TEST_00358,1.3799005,0.11693566,0.100638814
TEST_00359,2.9046743,1.3886497,0.20934896
TEST_00360,3.1307957,1.9613999,1.3701133
TEST_00361,4.65252,0.25090486,0.4435811
TEST_00362,2.561437,-0.5208927,0.17730345
TEST_00363,3.0020611,0.104208566,-1.2561392
TEST_00364,3.7428744,-1.5107477,0.103116594
TEST_00365,2.9200716,0.6746582,0.8756832
TEST_00366,5.1735125,-0.43958896,-0.18714218
TEST_00367,1.8772557,-0.46625838,-0.4632412
TEST_00368,1.0576155,0.18665326,-0.32756352
TEST_00369,4.312215,0.428016,-0.4995887
TEST_00370,1.4447967,0.77089,0.16743113
TEST_00371,1.8779391,0.3724264,0.22267859
TEST_00372,1.6544648,0.46349025,0.6515681
TEST_00373,2.9823651,0.37626958,0.20730782
TEST_00374,1.0842139,-0.30927807,-0.2618205
TEST_00375,3.448238,0.9533394,-0.23155837
TEST_00376,1.1001068,-0.69900703,-0.12803048
TEST_00377,2.2338676,-0.16087377,0.4005877
TEST_00378,1.6323111,-0.6688375,-0.09929915
TEST_00379,1.8009076,-0.91155094,-0.4688059
TEST_00380,2.8019032,-0.6655126,0.325449
TEST_00381,3.4867733,0.018885296,0.32475853
TEST_00382,2.1668262,0.3207876,0.47869855
TEST_00383,4.0392747,-0.42032894,-0.40972516
TEST_00384,2.1613476,-0.45233744,-0.52529114
TEST_00385,3.5655997,-1.4726008,-0.089854956
TEST_00386,3.0187867,-0.036721524,-0.17155847
TEST_00387,2.1882322,0.0279155,-0.038127538
TEST_00388,1.6657705,-0.11367878,0.19099936
TEST_00389,2.4171202,0.46384484,1.4420995
TEST_00390,4.428195,0.28413528,-0.64819145
TEST_00391,1.6130459,-0.54398847,-0.059404805
TEST_00392,3.06524,1.5990546,1.5317153
TEST_00393,1.9288803,-0.1848198,0.55623835
TEST_00394,2.8792324,-0.5970135,0.5706333
TEST_00395,1.0248013,0.11240862,-0.22454885
TEST_00396,3.828552,0.7655395,0.32438654
TEST_00397,3.3627074,0.8266711,-0.8414136
TEST_00398,1.1771297,-0.12196966,0.27915958
TEST_00399,5.7646613,1.038138,0.2756769
TEST_00400,3.9225957,-0.14012448,0.24729119
TEST_00401,1.834977,-1.1810609,-0.18285729
TEST_00402,3.7205417,1.2783115,0.33309144
TEST_00403,3.0193834,-2.3580637,0.40457067
TEST_00404,3.1309307,-0.24806818,-0.48615804
TEST_00405,2.2096589,1.0805118,0.7247817
TEST_00406,2.968315,-0.36611006,0.83447915
TEST_00407,1.3094225,0.847762,-0.13718289
TEST_00408,4.530545,1.4853568,1.0834156
TEST_00409,3.1913128,0.34500316,0.2521856
TEST_00410,1.6020138,0.4513807,0.39861444
TEST_00411,3.58975,0.24206734,-0.32866526
TEST_00412,2.0961528,-0.4483127,0.55270296
TEST_00413,2.326616,-0.35078168,-0.09173743
TEST_00414,1.7228847,0.40834945,-0.12161216
TEST_00415,3.9621658,1.0074677,-0.58735746
TEST_00416,1.618965,0.2744974,-0.20907226
TEST_00417,3.6121912,-1.4316183,1.1995027
TEST_00418,1.8501707,0.26282156,0.23660886
TEST_00419,4.0029626,0.40711433,0.48103505
TEST_00420,1.3520699,0.13379836,0.048422076
TEST_00421,2.9411159,-0.4482261,-1.0071627
TEST_00422,1.6402798,-0.10579895,-0.6653585
TEST_00423,2.6094768,-0.7335302,-0.8579937
TEST_00424,1.1202481,-0.5283885,0.34163263
TEST_00425,2.5713065,0.81913257,0.29399693
TEST_00426,3.1042724,0.25353104,-0.74026
TEST_00427,2.956237,-0.2867398,-0.5298089
TEST_00428,1.7673734,0.010189271,0.2200848
TEST_00429,4.15142,0.04124515,0.07683659
TEST_00430,1.1406517,0.23515193,-0.32317442
TEST_00431,2.1854513,0.4120126,-0.0548129
TEST_00432,2.7763577,0.4610192,0.52021134
TEST_00433,2.6145825,1.1246734,-0.06429227
TEST_00434,1.2351488,-0.36100644,0.041344527
TEST_00435,1.8703121,0.7526111,-0.34210187
TEST_00436,2.1723685,0.51427186,-0.018720623
TEST_00437,3.0692909,-1.0214705,0.43379873
TEST_00438,2.7998574,1.5580509,0.052320078
TEST_00439,2.4639428,1.4343774,1.5504313
TEST_00440,2.9579782,0.4442855,0.629666
TEST_00441,2.2667773,1.0758402,-0.90274584
TEST_00442,2.7712412,0.38850087,-0.23838374
TEST_00443,3.5452263,1.0074723,0.07223377
TEST_00444,2.6687078,0.60694444,0.45408344
TEST_00445,2.4711418,0.44627017,0.62641174
TEST_00446,1.9138786,0.44957265,0.029845785
TEST_00447,2.509819,-0.38475624,-0.60348356
TEST_00448,5.052306,-0.36339304,-0.5600227
TEST_00449,4.7667556,0.7444366,0.1785054
TEST_00450,3.2532363,0.43210003,1.0878278
TEST_00451,3.2904637,0.10783072,0.3399879
TEST_00452,4.2672696,-0.37436026,-1.092999
TEST_00453,2.8727283,0.058696557,-0.27268898
TEST_00454,2.7788777,-0.3524778,0.6615048
TEST_00455,3.2563965,0.25014395,-0.42480308
TEST_00456,1.946352,0.4290098,0.72806674
TEST_00457,3.7906516,1.1021701,-0.6970026
TEST_00458,4.3973136,0.058214758,-0.28854582
TEST_00459,4.479981,1.4954442,-0.9969954
TEST_00460,1.8789222,0.4711588,0.3381568
TEST_00461,3.5737321,0.41806167,1.231464
TEST_00462,2.337327,-0.070210114,0.8938215
TEST_00463,1.265799,0.42371574,-0.1945736
TEST_00464,4.0032525,0.6135141,-0.52911013
TEST_00465,2.853349,0.08995576,0.050832704
TEST_00466,1.3164035,-0.6546554,0.21273516
TEST_00467,4.175239,-0.12694085,0.53202575
TEST_00468,2.0803623,0.115658045,-0.025084732
TEST_00469,2.3453908,-0.32588202,-1.5502099
TEST_00470,2.6921134,-0.15496734,-0.41323304
TEST_00471,1.3214021,-0.5842913,0.13875248
TEST_00472,1.2890469,-0.71371436,0.5431194
TEST_00473,3.0436616,0.8543641,0.6851089
TEST_00474,2.8029492,0.3878284,-0.2887494
TEST_00475,1.5843688,0.021995146,0.71069163
TEST_00476,4.450726,1.3589169,0.57526416
TEST_00477,1.7838672,0.30483046,0.21865651
TEST_00478,1.3472546,0.69465995,0.56932306
TEST_00479,3.6195476,-0.2957584,1.6328124
TEST_00480,3.8293233,-0.5499068,0.058171272
TEST_00481,4.0370517,0.008183878,1.0246245
TEST_00482,2.463015,-0.32215476,0.20826472
TEST_00483,0.9787099,-0.47582218,-0.15824169
TEST_00484,2.1458912,0.052453637,0.52187955
TEST_00485,1.6300416,0.5869224,0.04611658
TEST_00486,1.1857768,-0.42442447,0.28312466
TEST_00487,1.0887161,-0.027770333,0.3657017
TEST_00488,2.303686,1.1056812,-0.24514192
TEST_00489,3.2045767,0.28236878,-0.2313073
TEST_00490,2.0069547,0.85420096,0.37432012
TEST_00491,3.5990748,0.18980324,1.1408281
TEST_00492,4.1984773,0.8913625,1.5433019
TEST_00493,2.5365145,-0.11805777,0.32058427
TEST_00494,1.909649,1.0537655,0.00249962
TEST_00495,1.777921,-0.36661428,-0.059803747
TEST_00496,2.1754222,0.7083946,0.37687767
TEST_00497,1.9895331,-0.68046606,0.04719691
TEST_00498,5.372172,-0.82318556,1.7873311
TEST_00499,4.110737,0.3011801,0.24247664
TEST_00500,1.9655365,0.6743739,0.46902543
TEST_00501,2.9582512,0.23263888,1.3223146
TEST_00502,1.8907659,0.43642372,0.15038927
TEST_00503,1.7944847,0.34894067,0.059324987
TEST_00504,1.9882368,0.09913121,-0.48991436
TEST_00505,3.5418057,1.546862,-0.24805331
TEST_00506,1.8895538,0.31987223,0.47970954
TEST_00507,1.3882804,-0.0054103453,-0.24758756
TEST_00508,2.2719913,-0.96752006,0.3813794
TEST_00509,1.3165183,-0.43223095,0.67142224
TEST_00510,2.0273821,-1.5560538,0.5995485
TEST_00511,2.675973,-1.0212727,-0.45325086
TEST_00512,2.6227925,1.1505994,-0.5323513
TEST_00513,2.5392578,0.63932383,-0.6000714
TEST_00514,1.9093665,0.49847385,-0.22618352
TEST_00515,1.3284703,0.31882524,-0.105749816
TEST_00516,4.027271,-0.37391648,1.0242157
TEST_00517,1.6399635,-0.38387582,-0.17507829
TEST_00518,3.8339758,0.4927396,-0.04576204
TEST_00519,3.5918505,-0.8189438,-0.9645232
TEST_00520,5.0608244,-0.5766634,0.48074955
TEST_00521,2.1885955,-0.8455621,-0.087096
TEST_00522,3.6261258,1.3110449,-0.09177912
TEST_00523,2.1694312,-1.3560438,-0.27383083
TEST_00524,3.0840619,0.29443458,-0.37680915
TEST_00525,1.5825894,0.7099172,-0.20690237
TEST_00526,2.8019483,-0.79703903,-0.755366
TEST_00527,1.7798084,1.0434623,0.2327344
TEST_00528,5.808428,-0.63722956,-0.6316216
TEST_00529,3.4818878,0.2417077,-0.12900616
TEST_00530,2.9316702,-0.06821552,-0.80879235
TEST_00531,3.8684306,-0.27168036,-1.0476884
TEST_00532,2.488941,-0.94965374,0.25954923
TEST_00533,2.6766644,0.22572131,-0.23364872
TEST_00534,1.6664371,0.98285484,0.7509637
TEST_00535,1.8888261,-0.6773964,-0.07955334
TEST_00536,3.0204372,0.26071304,1.6450702
TEST_00537,4.030715,-0.69267416,-0.6180377
TEST_00538,3.514768,-0.065531574,-0.57287586
TEST_00539,2.4121797,0.9340612,-0.32193908
TEST_00540,1.0804144,-0.045879003,-0.16786006
TEST_00541,3.826143,-0.40168938,0.33886847
TEST_00542,1.7714957,0.7814403,-0.10857195
TEST_00543,1.5212525,0.4701183,0.16489169
TEST_00544,3.7229657,-0.39483315,-0.5485647
TEST_00545,2.8247285,0.079589024,1.5221847
TEST_00546,1.1832584,-0.3204373,-0.18735223
